model_key,model_name,validation_MAE,validation_RMSE,validation_MAPE,test_MAE,test_RMSE,test_MAPE
prophet,Prophet,1940.985444488802,2407.199766547949,7.138858738729812,1644.6650053001651,2088.6383076582306,6.047051490847133
