model_key,model_name,validation_MAE,validation_RMSE,validation_MAPE,test_MAE,test_RMSE,test_MAPE
sarimax,SARIMAX,1918.4663023629928,2610.493915576887,7.223574479771461,2061.943121867673,2925.305103810323,7.645156470100865
