model_key,model_name,validation_MAE,validation_RMSE,validation_MAPE,test_MAE,test_RMSE,test_MAPE
xgboost_full,XGBoost Full,629.5221874466359,845.6413736305931,2.283915234665367,692.6805538899038,1000.8083434166315,2.48060073279507
